"month","year","monthbyyear","month_year","avg_pm2.5","avg_so2","avg_ozone","avg_no2","avg_co"
52,"2021",4,"2021-04",4.6849840255591,0.613333333333333,0.0405921052631579,20.1216666666667,0.298333333333333
53,"2021",5,"2021-05",3.49394904458599,0.403225806451613,0.0376621621621622,12.8838709677419,0.161290322580645
54,"2021",6,"2021-06",4.39301587301587,0.596153846153846,0.0369797297297297,12.3072727272727,0.135849056603774
55,"2021",7,"2021-07",4.42616822429907,0.662068965517241,0.0331315789473684,8.17169811320755,0.127868852459016
56,"2021",8,"2021-08",5.87555555555556,1.44,0.0378421052631579,11.2122807017544,0.216129032258065
57,"2021",9,"2021-09",4.86449511400651,0.989655172413793,0.0358082191780822,14.78,0.285
58,"2021",10,"2021-10",6.61730769230769,1.05806451612903,0.0244516129032258,13.8564516129032,0.383636363636364
59,"2021",11,"2021-11",5.6816393442623,1.07666666666667,0.0190677966101695,13.8216666666667,0.373333333333333
60,"2021",12,"2021-12",4.86,0.961290322580645,0.0230833333333333,16.9466666666667,0.280645161290323
61,"2022",1,"2022-01",7.07,0.903225806451613,0.0206612903225806,18.4516129032258,0.314516129032258
62,"2022",2,"2022-02",7.30726643598616,1.28571428571429,0.0239285714285714,20.1428571428571,0.453571428571429
63,"2022",3,"2022-03",4.9601246105919,1.14827586206897,0.0286451612903226,18.96,0.398387096774194
64,"2022",4,"2022-04",3.68436482084691,0.468965517241379,0.0374347826086956,17.4271186440678,0.255
65,"2022",5,"2022-05",3.12095238095238,0.436666666666667,0.035124183006536,13.9983606557377,0.162903225806452
66,"2022",6,"2022-06",3.54198717948718,0.676,0.0308819444444444,12.0581818181818,0.142105263157895
67,"2022",7,"2022-07",5.04751552795031,1.07586206896552,0.0360655737704918,10.4466666666667,0.174193548387097
68,"2022",8,"2022-08",5.02554517133956,0.925806451612903,0.0384509803921569,12.3177419354839,0.196774193548387
69,"2022",9,"2022-09",8.13729903536978,0.81,0.0355205479452055,16.5666666666667,0.268333333333333
70,"2022",10,"2022-10",16.5824451410658,1.16666666666667,0.0259838709677419,20.3933333333333,0.461290322580645
71,"2022",11,"2022-11",10.26,1.11785714285714,0.0216949152542373,15.8474576271186,0.376271186440678
72,"2022",12,"2022-12",7.66053921568627,0.87,0.01985,17.2867924528302,0.35
73,"2023",1,"2023-01",5.55694444444444,0.670967741935484,0.0227868852459016,16.5666666666667,0.324193548387097
74,"2023",2,"2023-02",7.02465034965035,1.04117647058824,0.0259818181818182,18.8618181818182,0.394642857142857
75,"2023",3,"2023-03",4.24314641744548,0.690322580645161,0.0342903225806452,18.6241935483871,0.269354838709677
76,"2023",4,"2023-04",3.36206322795341,0.766666666666667,0.0363287671232877,15.775,0.238333333333333
77,"2023",5,"2023-05",4.46741935483871,1.09666666666667,0.0386907894736842,15.6868852459016,0.208064516129032
78,"2023",6,"2023-06",3.78629441624365,0.517857142857143,0.0366333333333333,10.6847457627119,0.181132075471698
79,"2023",7,"2023-07",4.34931297709924,0.496666666666667,0.0379285714285714,9.67377049180328,0.179032258064516
80,"2023",8,"2023-08",8.38556067588326,0.739285714285714,0.0416291390728477,12.8160714285714,0.229310344827586
81,"2023",9,"2023-09",4.62770700636943,0.617857142857143,0.0338835616438356,16.5122807017544,0.286538461538462
82,"2023",10,"2023-10",6.79225225225225,NA,0.024043956043956,NA,0.3
83,"2023",11,"2023-11",8.42220149253731,NA,0.0216885245901639,NA,NA
84,"2023",12,"2023-12",5.39789272030651,NA,0.0210833333333333,NA,NA
