Date,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE,CBSA_NAME
2021-05-22,5.3,22,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-23,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-24,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-25,1.9,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-26,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-27,2,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-28,2,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-29,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-30,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-31,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-01,4.5,19,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-02,4.4,18,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-03,2.1,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-04,2,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-05,1.7,7,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-06,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-07,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-08,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-09,1.9,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-10,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-11,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-12,2.3,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-13,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-14,3.3,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-15,2.3,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-16,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-17,2.6,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-18,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-19,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-20,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-21,5.7,24,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-22,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-23,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-24,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-25,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-26,6.9,29,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-27,8.7,36,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-28,7.8,33,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-29,7.7,32,"Portland-Vancouver-Hillsboro, OR-WA"
2021-06-30,9.4,39,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-01,4.4,18,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-02,6.6,28,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-03,8.1,34,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-04,7.1,30,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-05,3.7,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-06,4.9,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-07,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-08,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-09,4.4,18,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-10,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-11,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-12,3.3,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-13,5.1,21,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-14,3.7,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-15,2.6,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-16,2.1,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-17,2.5,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-18,2.5,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-19,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-20,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-21,2.1,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-22,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-23,2.3,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-24,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-25,3,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-26,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-27,3.5,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-28,5,21,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-29,4.9,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-30,5.2,22,"Portland-Vancouver-Hillsboro, OR-WA"
2021-07-31,5.1,21,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-01,4.2,18,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-02,9.8,41,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-03,7.7,32,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-04,4.6,19,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-05,1.4,6,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-06,1.5,6,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-07,1.7,7,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-08,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-09,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-10,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-11,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-12,15,57,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-13,21.1,70,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-14,9.7,40,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-15,5.7,24,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-16,5.4,23,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-17,3.5,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-18,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-19,4.3,18,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-20,2.1,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-21,2.1,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-22,4.5,19,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-23,4.9,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-24,6.5,27,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-25,6,25,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-26,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-27,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-28,6.2,26,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-29,3.3,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-30,3.1,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-08-31,2.6,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-01,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-02,5.3,22,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-03,5.4,23,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-04,9.6,40,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-05,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-06,3.1,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-07,6.3,26,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-08,8.4,35,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-09,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-10,1.6,7,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-11,3,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-12,2.6,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-13,3,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-14,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-15,2,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-16,3.1,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-17,7.6,32,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-18,1.9,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-19,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-20,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-21,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-22,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-23,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-24,4.2,18,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-25,5.5,23,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-26,3,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-27,2.3,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-28,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-29,3.8,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-09-30,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-01,4.5,19,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-02,5.2,22,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-03,4.3,18,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-04,9.4,39,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-05,6.6,28,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-06,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-07,5,21,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-08,7.8,33,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-09,6.9,29,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-10,3,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-11,6.1,25,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-12,7.6,32,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-13,5.9,25,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-14,3.7,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-15,7.2,30,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-16,12.3,51,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-17,10.4,43,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-18,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-19,12.3,51,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-20,7.2,30,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-21,5.5,23,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-22,4.9,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-23,5.1,21,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-24,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-25,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-26,3.1,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-27,6.5,27,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-28,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-29,3,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-30,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-10-31,3.8,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-01,5.9,25,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-02,11.6,48,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-03,9.5,40,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-04,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-05,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-06,1.9,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-07,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-08,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-09,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-10,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-11,2.1,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-12,2.5,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-13,6.4,27,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-14,1.6,7,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-15,2.1,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-16,5.8,24,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-17,3.8,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-18,6.1,25,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-19,4.9,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-20,10.3,43,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-21,13.7,54,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-22,10.9,45,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-23,5.8,24,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-24,10.7,45,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-25,10.1,42,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-26,6.6,28,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-27,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-28,1.8,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-29,3.8,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-11-30,3.8,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-01,12.6,52,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-02,8.2,34,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-03,7.2,30,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-04,9.4,39,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-05,6,25,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-06,6.3,26,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-07,8.3,35,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-08,3.7,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-09,6.1,25,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-10,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-11,2.5,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-12,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-13,1.9,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-14,3.7,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-15,3,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-16,4.7,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-17,7,29,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-18,2.5,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-19,5.1,21,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-20,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-21,6.6,28,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-22,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-23,1.5,6,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-24,1.7,7,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-25,2,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-26,2,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-27,5.2,22,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-28,7.6,32,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-29,6.3,26,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-30,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2021-12-31,5.5,23,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-01,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-02,0.9,4,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-03,3.5,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-04,1.7,7,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-05,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-06,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-07,3.1,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-08,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-09,5.7,24,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-10,4.3,18,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-11,3.7,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-12,0.6,3,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-15,4,17,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-16,8.6,36,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-17,9.4,39,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-18,8.3,35,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-19,13.1,53,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-20,13.4,54,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-21,6.5,27,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-22,6.2,26,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-23,11.9,50,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-24,10.9,45,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-25,9.3,39,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-26,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-27,8,33,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-28,6.5,27,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-29,5.2,22,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-30,3.1,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-01-31,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-01,2.6,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-02,0.9,4,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-03,3,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-04,3.3,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-05,1.1,5,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-06,1.7,7,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-07,1.8,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-08,5.1,21,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-09,9,38,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-10,13.2,53,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-11,5.4,23,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-12,1.9,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-13,1.8,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-14,1.2,5,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-16,1.8,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-17,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-18,5.5,23,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-19,5.2,22,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-20,5.1,21,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-22,1.4,6,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-23,2.1,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-24,5.5,23,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-25,3.3,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-26,1.7,7,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-27,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-02-28,6.3,26,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-01,10.1,42,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-02,13,53,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-03,10.5,44,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-04,8.7,36,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-05,5.3,22,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-06,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-07,2.6,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-08,4.5,19,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-09,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-10,6.1,25,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-11,7.2,30,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-12,10.4,43,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-13,13,53,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-14,6.1,25,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-15,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-16,9.2,38,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-17,10.1,42,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-18,5.8,24,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-19,1.3,5,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-20,2.1,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-21,3.1,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-22,1.8,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-23,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-24,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-25,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-26,5.3,22,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-27,6.1,25,"Portland-Vancouver-Hillsboro, OR-WA"
2021-03-31,6.5,27,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-01,7.3,30,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-02,6.3,26,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-03,6.1,25,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-04,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-05,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-06,6.8,28,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-07,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-08,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-09,5.3,22,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-10,3,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-11,6.2,26,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-12,4.9,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-13,4.8,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-14,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-15,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-16,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-17,3.8,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-18,3.1,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-19,2.5,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-20,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-21,3.8,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-22,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-23,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-24,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-25,1.4,6,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-26,1.7,7,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-27,3.4,14,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-28,5.8,24,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-29,8.4,35,"Portland-Vancouver-Hillsboro, OR-WA"
2021-04-30,3,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-01,2.7,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-02,2.6,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-03,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-04,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-05,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-06,2,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-07,2.3,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-08,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-09,3.1,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-10,2.5,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-11,2.8,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-12,2.9,12,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-13,4.1,17,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-14,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-15,3.9,16,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-16,3.7,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-17,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-18,1.3,5,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-19,1.3,5,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-20,2.6,11,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-21,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-22,4.7,20,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-23,3.2,13,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-24,2.5,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-25,1.8,8,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-26,2.1,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-27,1.1,5,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-28,2.2,9,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-29,2.4,10,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-30,3.5,15,"Portland-Vancouver-Hillsboro, OR-WA"
2021-05-31,3.6,15,"Portland-Vancouver-Hillsboro, OR-WA"
